gene_id	gene_name	gene_type	chr	start	end
ENSG00000118058.21	KMT2A	protein_coding	chr11	118436464	118526832
ENSG00000176302.12	FOXR1	protein_coding	chr11	118971707	118981291
ENSG00000172273.12	HINFP	protein_coding	chr11	119121587	119136044
ENSG00000137709.9	POU2F3	protein_coding	chr11	120236640	120319944
ENSG00000188909.4	BSX	protein_coding	chr11	122977570	122981720
ENSG00000166261.10	ZNF202	protein_coding	chr11	123724177	123741675
ENSG00000165495.15	PKNOX2	protein_coding	chr11	125164687	125433389
ENSG00000134954.14	ETS1	protein_coding	chr11	128458761	128587558
ENSG00000151702.16	FLI1	protein_coding	chr11	128686535	128813267
ENSG00000043039.6	BARX2	protein_coding	chr11	129375940	129452279
ENSG00000170325.14	PRDM10	protein_coding	chr11	129899706	130002835
ENSG00000196323.13	ZBTB44	protein_coding	chr11	130226677	130314908
ENSG00000151500.14	THYN1	protein_coding	chr11	134248279	134253370
ENSG00000111206.12	FOXM1	protein_coding	chr12	2857681	2877155
ENSG00000197905.8	TEAD4	protein_coding	chr12	2959330	3040673
ENSG00000126746.17	ZNF384	protein_coding	chr12	6666477	6689572
ENSG00000205857.2	NANOGNB	protein_coding	chr12	7765216	7774121
ENSG00000111704.10	NANOG	protein_coding	chr12	7787794	7799141
ENSG00000065970.8	FOXJ2	protein_coding	chr12	8032703	8055503
ENSG00000196946.10	ZNF705A	protein_coding	chr12	8157034	8188537
ENSG00000060138.12	YBX3	protein_coding	chr12	10699089	10723312
ENSG00000139083.10	ETV6	protein_coding	chr12	11649854	11895402
ENSG00000111269.2	CREBL2	protein_coding	chr12	12611827	12645108
ENSG00000139154.14	AEBP2	protein_coding	chr12	19404045	19720801
ENSG00000134532.16	SOX5	protein_coding	chr12	23529500	24562544
ENSG00000123095.5	BHLHE41	protein_coding	chr12	26120026	26125127
ENSG00000029153.14	ARNTL2	protein_coding	chr12	27332854	27425289
ENSG00000185610.6	DBX2	protein_coding	chr12	45014672	45051099
ENSG00000189079.15	ARID2	protein_coding	chr12	45729665	45908040
ENSG00000111424.10	VDR	protein_coding	chr12	47841537	47943048
ENSG00000167528.12	ZNF641	protein_coding	chr12	48337180	48351414
ENSG00000123268.8	ATF1	protein_coding	chr12	50763710	50821122
ENSG00000110925.6	CSRNP2	protein_coding	chr12	51061205	51083664
ENSG00000135457.9	TFCP2	protein_coding	chr12	51093663	51173134
ENSG00000184271.17	POU6F1	protein_coding	chr12	51186936	51217708
ENSG00000123358.19	NR4A1	protein_coding	chr12	52022832	52059507
ENSG00000139651.10	ZNF740	protein_coding	chr12	53180700	53195141
ENSG00000172819.16	RARG	protein_coding	chr12	53210567	53232980
ENSG00000170374.5	SP7	protein_coding	chr12	53326575	53345315
ENSG00000185591.9	SP1	protein_coding	chr12	53380176	53416446
ENSG00000267281.2	AC023509.3	protein_coding	chr12	53506688	53625979
ENSG00000170653.18	ATF7	protein_coding	chr12	53507856	53626410
ENSG00000123364.4	HOXC13	protein_coding	chr12	53938765	53946544
ENSG00000123407.3	HOXC12	protein_coding	chr12	53954834	53958956
ENSG00000123388.4	HOXC11	protein_coding	chr12	53973126	53977643
ENSG00000180818.4	HOXC10	protein_coding	chr12	53985065	53990279
ENSG00000180806.4	HOXC9	protein_coding	chr12	53994895	54003337
ENSG00000037965.5	HOXC8	protein_coding	chr12	54009106	54012362
ENSG00000197757.7	HOXC6	protein_coding	chr12	53990624	54030823
ENSG00000172789.3	HOXC5	protein_coding	chr12	54032853	54035358
ENSG00000198353.7	HOXC4	protein_coding	chr12	54016931	54056030
ENSG00000123405.13	NFE2	protein_coding	chr12	54292111	54301121
ENSG00000161642.17	ZNF385A	protein_coding	chr12	54369133	54391298
ENSG00000123307.3	NEUROD4	protein_coding	chr12	55019945	55030014
ENSG00000123411.14	IKZF4	protein_coding	chr12	56007659	56038435
ENSG00000170515.13	PA2G4	protein_coding	chr12	56104319	56113907
ENSG00000170581.13	STAT2	protein_coding	chr12	56341597	56360155
ENSG00000076108.11	BAZ2A	protein_coding	chr12	56595596	56636816
ENSG00000166860.2	ZBTB39	protein_coding	chr12	56998834	57006446
ENSG00000166888.11	STAT6	protein_coding	chr12	57095408	57132139
ENSG00000111087.9	GLI1	protein_coding	chr12	57460135	57472262
ENSG00000175197.12	DDIT3	protein_coding	chr12	57516588	57521737
ENSG00000166987.14	MBD6	protein_coding	chr12	57520710	57530148
ENSG00000149948.13	HMGA2	protein_coding	chr12	65824131	65966295
ENSG00000166268.10	MYRFL	protein_coding	chr12	69825304	69959097
ENSG00000173451.6	THAP2	protein_coding	chr12	71663009	71680639
ENSG00000165891.15	E2F7	protein_coding	chr12	77021247	77065580
ENSG00000111046.3	MYF6	protein_coding	chr12	80707498	80709474
ENSG00000111049.3	MYF5	protein_coding	chr12	80716912	80719673
ENSG00000180318.3	ALX1	protein_coding	chr12	85280107	85301784
ENSG00000102189.16	EEA1	protein_coding	chr12	92770637	92929331
ENSG00000120798.16	NR2C1	protein_coding	chr12	95020229	95073703
ENSG00000111145.7	ELK3	protein_coding	chr12	96194382	96269835
ENSG00000012504.14	NR1H4	protein_coding	chr12	100473708	100564413
ENSG00000166211.7	SPIC	protein_coding	chr12	101475421	101486997
ENSG00000139352.3	ASCL1	protein_coding	chr12	102957686	102960516
ENSG00000120837.7	NFYB	protein_coding	chr12	104117077	104138289
ENSG00000111783.12	RFX4	protein_coding	chr12	106582907	106762803
ENSG00000120832.9	MTERF2	protein_coding	chr12	106977291	106987166
ENSG00000110851.11	PRDM4	protein_coding	chr12	107732866	107761272
ENSG00000187855.5	ASCL4	protein_coding	chr12	107774385	107776644
ENSG00000139445.17	FOXN4	protein_coding	chr12	109277979	109309220
ENSG00000111249.13	CUX2	protein_coding	chr12	111034024	111350554
ENSG00000135148.11	TRAFD1	protein_coding	chr12	112125501	112153609
ENSG00000089116.3	LHX5	protein_coding	chr12	113462034	113472280
ENSG00000089225.19	TBX5	protein_coding	chr12	114353931	114408442
ENSG00000135111.15	TBX3	protein_coding	chr12	114670254	114684164
ENSG00000135100.17	HNF1A	protein_coding	chr12	120978543	121002512
ENSG00000089094.18	KDM2B	protein_coding	chr12	121429097	121581015
ENSG00000175727.13	MLXIP	protein_coding	chr12	122078722	122147347
ENSG00000179195.15	ZNF664	protein_coding	chr12	123971845	124015439
ENSG00000196458.10	ZNF605	protein_coding	chr12	132918308	132956306
ENSG00000198393.7	ZNF26	protein_coding	chr12	132986365	133032952
ENSG00000198040.10	ZNF84	protein_coding	chr12	133037292	133063304
ENSG00000196387.9	ZNF140	protein_coding	chr12	133079838	133107544
ENSG00000214029.4	ZNF891	protein_coding	chr12	133106817	133130473
ENSG00000256223.5	ZNF10	protein_coding	chr12	133130575	133159465
ENSG00000090612.20	ZNF268	protein_coding	chr12	133181409	133214831
ENSG00000227059.6	ANHX	protein_coding	chr12	133218312	133236095
ENSG00000122034.14	GTF3A	protein_coding	chr13	27424544	27435823
ENSG00000169840.4	GSX1	protein_coding	chr13	27792643	27794768
ENSG00000139515.5	PDX1	protein_coding	chr13	27920020	27926231
ENSG00000165556.9	CDX2	protein_coding	chr13	27962137	27971139
ENSG00000120669.15	SOHLH2	protein_coding	chr13	36168208	36214615
ENSG00000250709.1	CCDC169-SOHLH2	protein_coding	chr13	36168794	36297842
ENSG00000120693.13	SMAD9	protein_coding	chr13	36844831	36920765
ENSG00000150907.7	FOXO1	protein_coding	chr13	40469953	40666597
ENSG00000120690.15	ELF1	protein_coding	chr13	40932028	41061440
ENSG00000102804.14	TSC22D1	protein_coding	chr13	44432143	44577147
ENSG00000136169.16	SETDB2	protein_coding	chr13	49444374	49495003
ENSG00000276644.4	DACH1	protein_coding	chr13	71437966	71867192
ENSG00000102554.13	KLF5	protein_coding	chr13	73054976	73077542
ENSG00000118922.17	KLF12	protein_coding	chr13	73686089	73995056
ENSG00000152192.7	POU4F1	protein_coding	chr13	78598362	78603560
ENSG00000125285.5	SOX21	protein_coding	chr13	94709622	94712399
ENSG00000134874.17	DZIP1	protein_coding	chr13	95578202	95644703
ENSG00000139793.18	MBNL2	protein_coding	chr13	97221434	97394120
ENSG00000139800.8	ZIC5	protein_coding	chr13	99962964	99971909
ENSG00000043355.11	ZIC2	protein_coding	chr13	99981772	99986773
ENSG00000182968.4	SOX1	protein_coding	chr13	112067647	112070488
ENSG00000198176.12	TFDP1	protein_coding	chr13	113584721	113641470
ENSG00000198824.6	CHAMP1	protein_coding	chr13	114314335	114337626
ENSG00000165804.15	ZNF219	protein_coding	chr14	21090046	21104722
ENSG00000165821.11	SALL2	protein_coding	chr14	21521081	21537216
ENSG00000092067.5	CEBPE	protein_coding	chr14	23117304	23119616
ENSG00000215271.7	HOMEZ	protein_coding	chr14	23272422	23299447
ENSG00000136367.13	ZFHX2	protein_coding	chr14	23520855	23556192
ENSG00000129535.12	NRL	protein_coding	chr14	24080107	24115014
ENSG00000213928.8	IRF9	protein_coding	chr14	24161053	24166565
ENSG00000100968.13	NFATC4	protein_coding	chr14	24365673	24379604
ENSG00000176165.10	FOXG1	protein_coding	chr14	28760330	28770277
ENSG00000151322.18	NPAS3	protein_coding	chr14	32934933	33804176
ENSG00000168348.3	INSM2	protein_coding	chr14	35534042	35537054
ENSG00000136352.17	NKX2-1	protein_coding	chr14	36516392	36521149
ENSG00000136327.6	NKX2-8	protein_coding	chr14	36580579	36582607
ENSG00000198807.12	PAX9	protein_coding	chr14	36657568	36679715
ENSG00000129514.5	FOXA1	protein_coding	chr14	37589984	37596059
ENSG00000182521.5	TBPL2	protein_coding	chr14	55413541	55456726
ENSG00000165588.16	OTX2	protein_coding	chr14	56799905	56810479
ENSG00000184302.6	SIX6	protein_coding	chr14	60508951	60512850
ENSG00000126778.9	SIX1	protein_coding	chr14	60643415	60658259
ENSG00000100625.8	SIX4	protein_coding	chr14	60709528	60724348
ENSG00000100644.16	HIF1A	protein_coding	chr14	61695513	61748259
ENSG00000140009.18	ESR2	protein_coding	chr14	64084232	64338112
ENSG00000126804.13	ZBTB1	protein_coding	chr14	64503712	64533690
ENSG00000089775.11	ZBTB25	protein_coding	chr14	64449106	64505213
ENSG00000125952.18	MAX	protein_coding	chr14	65006174	65102695
ENSG00000205683.11	DPF3	protein_coding	chr14	72619296	72894116
ENSG00000119725.18	ZNF410	protein_coding	chr14	73886617	73932511
ENSG00000119614.2	VSX2	protein_coding	chr14	74239472	74262738
ENSG00000119608.12	PROX2	protein_coding	chr14	74852871	74871940
ENSG00000170345.9	FOS	protein_coding	chr14	75278774	75282230
ENSG00000140044.12	JDP2	protein_coding	chr14	75427716	75474111
ENSG00000156127.6	BATF	protein_coding	chr14	75522425	75547015
ENSG00000119715.15	ESRRB	protein_coding	chr14	76310712	76501837
ENSG00000053254.15	FOXN3	protein_coding	chr14	89124871	89619149
ENSG00000133937.4	GSC	protein_coding	chr14	94768216	94770230
ENSG00000127152.17	BCL11B	protein_coding	chr14	99169287	99271524
ENSG00000100811.12	YY1	protein_coding	chr14	100238298	100282792
ENSG00000179627.9	ZBTB42	protein_coding	chr14	104800596	104804712
ENSG00000169926.10	KLF13	protein_coding	chr15	31326855	31435665
ENSG00000198146.4	ZNF770	protein_coding	chr15	34978341	34988287
ENSG00000255192.5	NANOGP8	protein_coding	chr15	35084193	35085110
ENSG00000134138.19	MEIS2	protein_coding	chr15	36889204	37101299
ENSG00000174197.16	MGA	protein_coding	chr15	41621224	41773081
ENSG00000140265.12	ZSCAN29	protein_coding	chr15	43358172	43371025
ENSG00000169856.8	ONECUT1	protein_coding	chr15	52756989	52791078
ENSG00000181827.14	RFX7	protein_coding	chr15	56087280	56243266
ENSG00000137871.20	ZNF280D	protein_coding	chr15	56630181	56734086
ENSG00000140262.17	TCF12	protein_coding	chr15	56918623	57299281
ENSG00000171956.6	FOXB1	protein_coding	chr15	60004222	60061730
ENSG00000069667.15	RORA	protein_coding	chr15	60488284	61229319
ENSG00000180357.9	ZNF609	protein_coding	chr15	64460742	64686068
ENSG00000174446.12	SNAPC5	protein_coding	chr15	66490135	66497813
ENSG00000166949.15	SMAD3	protein_coding	chr15	67063763	67195195
ENSG00000188779.10	SKOR1	protein_coding	chr15	67819704	67834561
ENSG00000129028.8	THAP10	protein_coding	chr15	70881342	70892785
ENSG00000278570.4	NR2E3	protein_coding	chr15	71792638	71818259
ENSG00000179361.17	ARID3B	protein_coding	chr15	74541177	74598131
ENSG00000159556.9	ISL2	protein_coding	chr15	76336724	76342476
ENSG00000140382.14	HMG20A	protein_coding	chr15	77420412	77485607
ENSG00000172379.20	ARNT2	protein_coding	chr15	80404350	80597937
ENSG00000214575.9	CPEB1	protein_coding	chr15	82543201	82648861
ENSG00000169594.13	BNC1	protein_coding	chr15	83255903	83284714
ENSG00000176371.13	ZSCAN2	protein_coding	chr15	84600986	84627796
ENSG00000166716.9	ZNF592	protein_coding	chr15	84748635	84806432
ENSG00000166823.5	MESP1	protein_coding	chr15	89748661	89751310
ENSG00000188095.5	MESP2	protein_coding	chr15	89760591	89778754
ENSG00000140548.9	ZNF710	protein_coding	chr15	90001392	90082206
ENSG00000196391.10	ZNF774	protein_coding	chr15	90352245	90369146
ENSG00000185551.14	NR2F2	protein_coding	chr15	96325938	96340263
ENSG00000068305.17	MEF2A	protein_coding	chr15	99565417	99716466
ENSG00000005513.9	SOX8	protein_coding	chr16	981808	986979
ENSG00000167962.13	ZNF598	protein_coding	chr16	1997654	2009823
ENSG00000167967.15	E4F1	protein_coding	chr16	2223566	2235742
ENSG00000059122.16	FLYWCH1	protein_coding	chr16	2911937	2951208
ENSG00000130182.7	ZSCAN10	protein_coding	chr16	3088890	3099317
ENSG00000122386.10	ZNF205	protein_coding	chr16	3112560	3120517
ENSG00000085644.13	ZNF213	protein_coding	chr16	3129777	3142805
ENSG00000010539.11	ZNF200	protein_coding	chr16	3222325	3236221
ENSG00000006194.9	ZNF263	protein_coding	chr16	3263800	3301401
ENSG00000162086.14	ZNF75A	protein_coding	chr16	3305406	3318852
ENSG00000140993.10	TIGD7	protein_coding	chr16	3298832	3305729
ENSG00000140987.19	ZSCAN32	protein_coding	chr16	3382081	3401065
ENSG00000103343.12	ZNF174	protein_coding	chr16	3401235	3409370
ENSG00000167981.6	ZNF597	protein_coding	chr16	3432422	3443553
ENSG00000090447.11	TFAP4	protein_coding	chr16	4257186	4273075
ENSG00000126603.8	GLIS2	protein_coding	chr16	4314761	4339597
ENSG00000103199.13	ZNF500	protein_coding	chr16	4748239	4767624
ENSG00000140632.16	GLYR1	protein_coding	chr16	4803203	4847342
ENSG00000155592.15	ZKSCAN2	protein_coding	chr16	25236001	25257931
ENSG00000103495.13	MAZ	protein_coding	chr16	29806106	29811164
ENSG00000149922.10	TBX6	protein_coding	chr16	30085793	30091887
ENSG00000180035.12	ZNF48	protein_coding	chr16	30378106	30400108
ENSG00000179965.11	ZNF771	protein_coding	chr16	30407297	30431108
ENSG00000169957.9	ZNF768	protein_coding	chr16	30524001	30526821
ENSG00000169955.7	ZNF747	protein_coding	chr16	30530367	30535347
ENSG00000169951.9	ZNF764	protein_coding	chr16	30553764	30558498
ENSG00000229809.8	ZNF688	protein_coding	chr16	30569346	30572734
ENSG00000197162.9	ZNF785	protein_coding	chr16	30573740	30585771
ENSG00000156853.12	ZNF689	protein_coding	chr16	30602558	30624012
ENSG00000080603.16	SRCAP	protein_coding	chr16	30698209	30741409
ENSG00000102870.5	ZNF629	protein_coding	chr16	30778449	30787202
ENSG00000099364.16	FBXL19	protein_coding	chr16	30923055	30948783
ENSG00000167394.12	ZNF668	protein_coding	chr16	31060843	31074320
ENSG00000167395.10	ZNF646	protein_coding	chr16	31074422	31084196
ENSG00000176723.9	ZNF843	protein_coding	chr16	31432593	31443160
ENSG00000185947.14	ZNF267	protein_coding	chr16	31873758	31917357
ENSG00000102935.11	ZNF423	protein_coding	chr16	49487524	49857919
ENSG00000103449.11	SALL1	protein_coding	chr16	51135975	51151367
ENSG00000177508.11	IRX3	protein_coding	chr16	54283304	54286763
ENSG00000176842.14	IRX5	protein_coding	chr16	54930862	54934485
ENSG00000159387.7	IRX6	protein_coding	chr16	55323760	55330760
ENSG00000166188.2	ZNF319	protein_coding	chr16	57994668	58000453
ENSG00000249961.9	TERB1	protein_coding	chr16	66754976	66801620
ENSG00000102878.16	HSF4	protein_coding	chr16	67164681	67169945
ENSG00000205250.8	E2F4	protein_coding	chr16	67192169	67198918
ENSG00000102974.15	CTCF	protein_coding	chr16	67562407	67639185
ENSG00000102901.12	CENPT	protein_coding	chr16	67828157	67847811
ENSG00000168286.2	THAP11	protein_coding	chr16	67842082	67844195
ENSG00000072736.18	NFATC3	protein_coding	chr16	68084751	68229259
ENSG00000184939.15	ZFP90	protein_coding	chr16	68530090	68576072
ENSG00000132604.10	TERF2	protein_coding	chr16	69355561	69408571
ENSG00000102908.20	NFAT5	protein_coding	chr16	69565094	69704666
ENSG00000167377.18	ZNF23	protein_coding	chr16	71447597	71463095
ENSG00000157429.15	ZNF19	protein_coding	chr16	71464555	71565089
ENSG00000102984.14	ZNF821	protein_coding	chr16	71859680	71895336
ENSG00000140836.16	ZFHX3	protein_coding	chr16	72782885	73891871
ENSG00000184517.11	ZFP1	protein_coding	chr16	75148492	75172236
ENSG00000178573.6	MAF	protein_coding	chr16	79585843	79600714
ENSG00000166454.9	ATMIN	protein_coding	chr16	81035847	81047358
ENSG00000140968.10	IRF8	protein_coding	chr16	85898803	85922609
ENSG00000103241.6	FOXF1	protein_coding	chr16	86510527	86515418
ENSG00000176692.6	FOXC2	protein_coding	chr16	86566829	86569728
ENSG00000176678.5	FOXL1	protein_coding	chr16	86576368	86582160
ENSG00000225614.2	ZNF469	protein_coding	chr16	88427471	88440757
ENSG00000179588.8	ZFPM1	protein_coding	chr16	88453317	88537016
ENSG00000185669.5	SNAI3	protein_coding	chr16	88677682	88686493
ENSG00000170100.13	ZNF778	protein_coding	chr16	89217703	89237071
ENSG00000158805.11	ZNF276	protein_coding	chr16	89720400	89740903
ENSG00000177946.6	CENPBD1	protein_coding	chr16	89969773	89972832
ENSG00000205899.3	BHLHA9	protein_coding	chr17	1270559	1271460
ENSG00000177374.12	HIC1	protein_coding	chr17	2054154	2063241
ENSG00000141258.12	SGSM2	protein_coding	chr17	2337498	2381058
ENSG00000070444.14	MNT	protein_coding	chr17	2384060	2401118
ENSG00000108509.20	CAMTA2	protein_coding	chr17	4967992	4987652
ENSG00000180787.5	ZFP3	protein_coding	chr17	5078248	5096374
ENSG00000167840.13	ZNF232	protein_coding	chr17	5105541	5123116
ENSG00000180626.9	ZNF594	protein_coding	chr17	5179536	5191883
ENSG00000161940.10	BCL6B	protein_coding	chr17	7023020	7030290
ENSG00000006047.12	YBX2	protein_coding	chr17	7288252	7294615
ENSG00000174282.11	ZBTB4	protein_coding	chr17	7459366	7484263
ENSG00000129194.7	SOX15	protein_coding	chr17	7588178	7590170
ENSG00000141510.17	TP53	protein_coding	chr17	7661779	7687550
ENSG00000179111.8	HES7	protein_coding	chr17	8120590	8124092
ENSG00000154957.13	ZNF18	protein_coding	chr17	11977439	11997510
ENSG00000187607.15	ZNF286A	protein_coding	chr17	15699577	15720787
ENSG00000141040.14	ZNF287	protein_coding	chr17	16551387	16569206
ENSG00000197566.9	ZNF624	protein_coding	chr17	16620737	16653856
ENSG00000072310.16	SREBF1	protein_coding	chr17	17810399	17837002
ENSG00000249459.8	ZNF286B	protein_coding	chr17	18658429	18682262
ENSG00000274529.5	SEBOX	protein_coding	chr17	28364268	28365244
ENSG00000109101.7	FOXN1	protein_coding	chr17	28506243	28538896
ENSG00000010244.18	ZNF207	protein_coding	chr17	32350117	32381886
ENSG00000198783.5	ZNF830	protein_coding	chr17	34961530	34963775
ENSG00000273706.4	LHX1	protein_coding	chr17	36936785	36944612
ENSG00000275410.4	HNF1B	protein_coding	chr17	37686432	37745247
ENSG00000277258.4	PCGF2	protein_coding	chr17	38733897	38749817
ENSG00000171532.4	NEUROD2	protein_coding	chr17	39603536	39609777
ENSG00000161405.16	IKZF3	protein_coding	chr17	39757715	39864188
ENSG00000126351.12	THRA	protein_coding	chr17	40058290	40093867
ENSG00000126368.5	NR1D1	protein_coding	chr17	40092787	40100725
ENSG00000131759.17	RARA	protein_coding	chr17	40309192	40357643
ENSG00000187595.16	ZNF385C	protein_coding	chr17	42025576	42098479
ENSG00000173757.9	STAT5B	protein_coding	chr17	42199168	42276707
ENSG00000126561.16	STAT5A	protein_coding	chr17	42287547	42311943
ENSG00000168610.14	STAT3	protein_coding	chr17	42313324	42388568
ENSG00000108788.11	MLX	protein_coding	chr17	42567068	42573239
ENSG00000175832.12	ETV4	protein_coding	chr17	43527844	43579620
ENSG00000005102.12	MEOX1	protein_coding	chr17	43640388	43661954
ENSG00000073861.2	TBX21	protein_coding	chr17	47733244	47746119
ENSG00000189120.4	SP6	protein_coding	chr17	47844908	47855874
ENSG00000167182.14	SP2	protein_coding	chr17	47896150	47928957
ENSG00000082641.15	NFE2L1	protein_coding	chr17	48048329	48061487
ENSG00000120094.7	HOXB1	protein_coding	chr17	48528526	48531001
ENSG00000173917.10	HOXB2	protein_coding	chr17	48540894	48544989
ENSG00000120093.11	HOXB3	protein_coding	chr17	48548870	48604912
ENSG00000182742.5	HOXB4	protein_coding	chr17	48575513	48580111
ENSG00000120075.5	HOXB5	protein_coding	chr17	48591257	48593961
ENSG00000108511.9	HOXB6	protein_coding	chr17	48595751	48604992
ENSG00000260027.4	HOXB7	protein_coding	chr17	48607227	48633572
ENSG00000120068.6	HOXB8	protein_coding	chr17	48611377	48614939
ENSG00000170689.9	HOXB9	protein_coding	chr17	48621159	48626356
ENSG00000159184.7	HOXB13	protein_coding	chr17	48724763	48729178
ENSG00000198740.8	ZNF652	protein_coding	chr17	49289206	49362473
ENSG00000136504.11	KAT7	protein_coding	chr17	49788555	49835030
ENSG00000108813.10	DLX4	protein_coding	chr17	49968970	49974959
ENSG00000064195.7	DLX3	protein_coding	chr17	49990005	49995224
ENSG00000243678.11	NME2	protein_coding	chr17	51165435	51171747
ENSG00000108924.13	HLF	protein_coding	chr17	55265012	55325065
ENSG00000136451.8	VEZF1	protein_coding	chr17	57971547	57988259
ENSG00000176160.10	HSF5	protein_coding	chr17	58420167	58488384
ENSG00000121068.13	TBX2	protein_coding	chr17	61399896	61409466
ENSG00000121075.10	TBX4	protein_coding	chr17	61452404	61485110
ENSG00000171634.17	BPTF	protein_coding	chr17	67825524	67984378
ENSG00000125398.6	SOX9	protein_coding	chr17	72121020	72126420
ENSG00000129654.7	FOXJ1	protein_coding	chr17	76136333	76141299
ENSG00000173894.10	CBX2	protein_coding	chr17	79778132	79787983
ENSG00000197063.10	MAFG	protein_coding	chr17	81918270	81927714
ENSG00000169689.14	CENPX	protein_coding	chr17	82018702	82024107
ENSG00000141568.20	FOXK2	protein_coding	chr17	82519713	82644662
ENSG00000141579.6	ZNF750	protein_coding	chr17	82829435	82840578
ENSG00000177426.20	TGIF1	protein_coding	chr18	3411608	3459978
ENSG00000198081.10	ZBTB14	protein_coding	chr18	5289019	5297053
ENSG00000154655.15	L3MBTL4	protein_coding	chr18	5954706	6415237
ENSG00000175322.11	ZNF519	protein_coding	chr18	14057457	14132490
ENSG00000141448.8	GATA6	protein_coding	chr18	22169443	22202528
ENSG00000198795.10	ZNF521	protein_coding	chr18	25061926	25352190
ENSG00000186812.12	ZNF397	protein_coding	chr18	35241030	35267133
ENSG00000186814.13	ZSCAN30	protein_coding	chr18	35251058	35290245
ENSG00000172466.15	ZNF24	protein_coding	chr18	35332212	35345482
ENSG00000186496.11	ZNF396	protein_coding	chr18	35366697	35377337
ENSG00000152217.18	SETBP1	protein_coding	chr18	44680173	45068510
ENSG00000215474.7	SKOR2	protein_coding	chr18	47206322	47251603
ENSG00000184828.9	ZBTB7C	protein_coding	chr18	48026673	48410752
ENSG00000141644.17	MBD1	protein_coding	chr18	50266882	50281774
ENSG00000154832.14	CXXC1	protein_coding	chr18	50282343	50288304
ENSG00000141646.13	SMAD4	protein_coding	chr18	51028394	51085045
ENSG00000134046.11	MBD2	protein_coding	chr18	54151601	54224788
ENSG00000196628.16	TCF4	protein_coding	chr18	55222331	55664787
ENSG00000119547.5	ONECUT2	protein_coding	chr18	57435685	57491297
ENSG00000074657.13	ZNF532	protein_coding	chr18	58862600	58986480
ENSG00000134438.9	RAX	protein_coding	chr18	59267035	59274086
ENSG00000215421.9	ZNF407	protein_coding	chr18	74597870	75065671
ENSG00000179981.10	TSHZ1	protein_coding	chr18	75210755	75289950
ENSG00000101493.10	ZNF516	protein_coding	chr18	76358190	76495190
ENSG00000130856.16	ZNF236	protein_coding	chr18	76822607	76970727
ENSG00000256463.8	SALL3	protein_coding	chr18	78980275	79002677
ENSG00000131196.17	NFATC1	protein_coding	chr18	79395856	79529325
ENSG00000101544.8	ADNP2	protein_coding	chr18	80109031	80147523
ENSG00000116017.10	ARID3A	protein_coding	chr19	925781	975934
ENSG00000071655.17	MBD3	protein_coding	chr19	1573596	1592801
ENSG00000071564.14	TCF3	protein_coding	chr19	1609290	1652605
ENSG00000205922.4	ONECUT3	protein_coding	chr19	1752373	1780988
ENSG00000129911.8	KLF16	protein_coding	chr19	1852399	1863568
ENSG00000104885.17	DOT1L	protein_coding	chr19	2164149	2232578
ENSG00000172006.11	ZNF554	protein_coding	chr19	2819874	2835773
ENSG00000186300.11	ZNF555	protein_coding	chr19	2841435	2860484
ENSG00000172000.7	ZNF556	protein_coding	chr19	2867335	2883445
ENSG00000171970.12	ZNF57	protein_coding	chr19	2900898	2918476
ENSG00000175691.8	ZNF77	protein_coding	chr19	2933218	2944971
ENSG00000141905.18	NFIC	protein_coding	chr19	3314403	3469217
ENSG00000064961.18	HMG20B	protein_coding	chr19	3572777	3579088
ENSG00000173976.15	RAX2	protein_coding	chr19	3769089	3772221
ENSG00000178951.8	ZBTB7A	protein_coding	chr19	4044364	4066945
ENSG00000060566.13	CREB3L3	protein_coding	chr19	4153601	4173054
ENSG00000130254.11	SAFB2	protein_coding	chr19	5586999	5624046
ENSG00000160633.12	SAFB	protein_coding	chr19	5623035	5668478
ENSG00000087903.12	RFX2	protein_coding	chr19	5993164	6199572
ENSG00000130544.11	ZNF557	protein_coding	chr19	7069444	7087968
ENSG00000198816.6	ZNF358	protein_coding	chr19	7515292	7521026
ENSG00000104976.11	SNAPC2	protein_coding	chr19	7920316	7923250
ENSG00000133250.13	ZNF414	protein_coding	chr19	8509678	8514164
ENSG00000167785.8	ZNF558	protein_coding	chr19	8806170	8832328
ENSG00000130803.14	ZNF317	protein_coding	chr19	9140380	9163424
ENSG00000196110.7	ZNF699	protein_coding	chr19	9294275	9309838
ENSG00000188321.13	ZNF559	protein_coding	chr19	9323772	9351162
ENSG00000188629.12	ZNF177	protein_coding	chr19	9363020	9382617
ENSG00000174652.18	ZNF266	protein_coding	chr19	9412461	9435578
ENSG00000198028.3	ZNF560	protein_coding	chr19	9466507	9498607
ENSG00000130818.11	ZNF426	protein_coding	chr19	9523224	9538645
ENSG00000197961.11	ZNF121	protein_coding	chr19	9560353	9584533
ENSG00000171469.10	ZNF561	protein_coding	chr19	9604680	9621399
ENSG00000171466.9	ZNF562	protein_coding	chr19	9641808	9675086
ENSG00000196605.7	ZNF846	protein_coding	chr19	9751993	9793180
ENSG00000127445.13	PIN1	protein_coding	chr19	9835257	9849682
ENSG00000130816.15	DNMT1	protein_coding	chr19	10133345	10231286
ENSG00000220201.7	ZGLP1	protein_coding	chr19	10304803	10309880
ENSG00000161914.9	ZNF653	protein_coding	chr19	11483427	11505923
ENSG00000198551.9	ZNF627	protein_coding	chr19	11559374	11619135
ENSG00000197933.12	ZNF823	protein_coding	chr19	11721265	11739009
